document_id,clean_text,sentiment
50,denis villeneuve prof one greatest filmmaker time dune part possibly greatest movie far dune part everything want sequel it bigger boulder slightly better predecessor this movie concludes first movie satisfying way keep rooting paul revenge quest rise power this movie action scene explosion violence first film keep tone world building mysticism grounded character moment visually technically movie masterpiece there scene stay even credit roll wanting go see film relive spectacle witnessed whove seen know scene im talking cgi also used sparingly amplify screenplay large scene direction writing movie top notch satisfying viewer the movie creates tension beginning peak strongly towards end unlike oppenheimer there pacing issue storywise movie succeeds message trying deliver thanks cast especially timothe calamets strong performance i worried paul atreides journey becoming chosen jihad messiah would believable given main actor young age to surprise done well timothe calamet managed shift character personality drastic way made seem like totally different person end kind fanatic leader mass would follow this partly credit rest cast genuinely seem worship uplift young man power however minor fault movie minor since movie could even better elevated perfection fix opinion firstly event movie planet arrakis supposed control fate entire universe sadly film doesnt make u feel intergalactic conflict since focus two house harkonnen atreides event take place mainly arrakis world isnt expanded much this couldve fixed extra minute showing u different planet culture great house reacting conflict talking manner sadly dont director cut show u couldve secondly movie feel somewhat one dimensional interplay story music although fantastic han zimmer score quite loud push audience feel epicness darkness sense doom point exhaustion throughout hour runtime there arent enough calm beautiful moment gentle musical piece balance emotion chani paul other movie genre eg star war interstellar manage evoke many different emotion throughout film but since movie mainly revenge power conquest score suit plot well but end movie evokes one kind emotion theme music complement this couldve fixed maybe revisiting paul early family life flashback something else thats tonally different main feel movie for reason i must say i felt sleight sense emptiness leaving theatre despite critique movie succeeds every front brings home main theme revenge justice satisfying way audience concludes setup first installment well dune part epic visual masterpiece remain one greatest scifi film generation rating star,positive
51,cinematography visually stunning awe inspiring the sound design incredible especially weaponry the rifle shot look sound futuristic yet realistic capture essence book cutting superfluous part book also avoiding controversial stuff like harah character the entire cast nail performance i wish denis left ecology bit i understand runtime kept reasonable length ending changed female empowering book i guess chani overall bit independent less submissive in book chani accepts traditional gender role movie clear chani never subservient paul i knew would update story today society change expected,positive
52,before i get into detail movie i want say fantastic movie everything i wanted sequel the story point it well paced doesnt drag like part first movie the dialogue well written impactful the main character arc awesome the story arc supporting character also well done they great character development the new antagonist awesome the production value good the score like last film amazing the editing point i nothing good thing say movie,positive
53,dune part visually stunning yet somewhat disjointed cinematic experience villeneuves direction undeniably ambitious signature style breathtaking visuals full display dune the black white scene reminiscent archival footage fascist germany particularly striking add unique aesthetic storytelling however overall pacing editing film leave something desired the narrative flow often disrupted abrupt cut seemingly unconnected scene it appears abundance material shot process trimming manageable length may challenging one despite effort film still clock lengthy hour minute the plot dune part bear resemblance tv series game throne complex political machination warring faction power struggle however film storytelling fall short comparison depth intricacy hbo series the limited runtime theatrical release may constrained filmmaker ability fully explore richness source material perhaps television adaptation would suitable format delve nuance dune universe character in term performance austin butler portrayal feydrautha standout butler brings magnetic presence charisma role overshadowing even lead actor timothe chalamet play paul atreides chalamet struggle match intensity allure butler feydrautha performance merely shadow comparison overall dune part film aspires greatness fall short execution the visual spectacle moment brilliance undeniable disjointed narrative uneven pacing prevent fully realizing potential,positive
54,while without doubt masterclass editing cinematography sound design casting i cant seem ignore glaring flaw the cast expected masterclass i especially really enjoyed bardem butler time around denis likely get best director nomination next year even though doubt epicness i found even bigger pacing issue first one somewhere midway looking watch wondering close ending found grazing second act the third act felt rushed conclusion understandably set continuation messiah felt really undeserving abrupt i would liked expand third act maybe minute movie conclude satisfying point rather middle story exactly first one i might pump next movie concludes story satisfying manner overall great film many flaw i unfortunately cant look past it one great modern sci fis dare i say didnt exactly live hype see biggest screen possible,positive
55,this movie visually well done shot bright sun desert the sound also great i wouldnt call music much tone it fit though more like something seen tv show epic music danny elfman john williams bring the writer really didnt read book like first film even worse child cliff note version actually book to know storyline youd read book watched previous superior version chani especially poorly done character mostly long gaze i understand simpleton enjoyed visuals this movie made good deal money there reason wont ever reach billion mark like truly epic film and imdb meter probably drop closer score nonfanatics see film coming year again part frank herbert miniseries best classic nostalgia one look pretty say little,positive
56,first part one pretty good fast pace talking much fast pace movie i enjoyed overall good movie the overall part boring actor fault though rather script dragging foot nowhere badly written bad becomes snooze end day boring weve lost interest character spend much time talking philosophizing whining complaining wonder production would spend million badly written boring story thats trend day network want cut expense making character blob death chalamet cup tea part look place feel like choir boy rather action movie hero part miss mark,negative
57,dune part two highly anticipated continuation denis villeneuves adaptation frank herbert classic novel build foundation set predecessor the film pick story paul atreides timothe chalamet navigates treacherous political landscape arrakis embracing destiny among fremen visually dune part two masterpiece villeneuves direction combined greig frasers breathtaking cinematography immerses viewer vast unforgiving desert landscape intricate otherworldly design dune universe the special effect seamless bringing sandworms unique technology herbert world life stunning realism the performance strong across board chalamet delivering compelling portrayal paul growth struggle zendayas expanded role chani add depth narrative supporting cast including rebecca ferguson oscar isaac continue shine however film pacing uneven complex plot might challenging unfamiliar source material despite issue dune part two ambitious visually arresting film successfully continues epic saga it mustwatch fan genre original novel,positive
58,dune part two paul atreidess selfdoubt messiah fremen desire take revenge father murder extermination house contrary father view revenge this movie dwelled mostly paul exploring whether needed messiah fremen made revolt plot emperor look underwhelming chani love help paul dedication knowing way fremen envy messiah fremen expect thats contradiction within one character feydrautha tried badass introduction scene failed instead making look like puny think badass there weight character the worst villain portrayal now i interested delved paul bene gesserit game played house turning house name prophecy a actual villain convincing emperor slay house atredies they getting ready accept adapt whoever win emperor by marrying emperor daughter new emperor make sure exist holy war a movie slowpaced watching first time i paid full attention without getting bored second time i got bored mostly especially scene i felt drawback the actor great job especially timothe chalamet zendaya the director built world amazingly he focused paul atreides evolved dilemma messiah part fremens revolution the cinematography good captured dune desert stunning way amazing shot worm riding scene dialogue giving meaning character name prophecy describes good touch movie the music sound effect great less scene required overall opinion good movie flaw i mentioned story character depth dune part one i would definitely recommend movie if enjoy movie story happens completely fictional world universe youll enjoy movie prequel i know nothing book thought movie,positive
59,dune part dune part film define scifi epic grand scale incredible story i love herbert novel villeneuves film i believed type story could translated picture jesus wrong i it absolute masterpiece something life some may turned fact entire film based mainly dialogue building relationship i sure including masterpiece par star war father this genre cinema look like robot saving galaxy woman tight legging jumping building yes im talking marvel the best movie ive seen many many many year,positive
60,this movie grab throat first keep engaged throughout the visuals stunning finally little i mean little time spent developing plot line digestible format in first dune character appeared disappeared quickly really didnt care happened dune long i guess thats given dense story what missing true connection made character there exploration paul inner thought struggle conflict he always hero the love story doesnt develop happens zendaya basically scowl look confused throughout movie also much crammed movie plot leap werent fully explained diminishes full investment let visuals spectacle roll to successful movie doesnt mean every book element need included editing would created wellrounded emotionally impactful flick i recommend spectacle fascinating world creation but great aspect,positive
61,denis villeneuve continues provide strong direction writing atmosphere throughout movie villeneuve perfectly capture character essence theme dune the camerawork visuals color production design fantastic helped create world setting within character tone various scene action thrill tension wellexecuted done beautifully with many allstar cast member performance great single performance feeling dull place since i havent read original book yet i may familiar lore dune narrative pretty interesting concept character theme explored pretty good including great soundtrack us dialogue structure throughout i honestly dont complaint one i enthralled entire movie overall dune part two great continuation first film villeneuve proven one best filmmaker right,positive
62,where i bring well movie good everyone heaping praise must drunk starved anything look good theyll blindly nod smile it slow i dont mean regular slow i mean zak snyder super slow if youre going make movie three hour long fill interesting character good dialogue dont fill scene add nothing story secondly biggest gripe why timothee zendaya sound like theyre couple californian kid spring break paul mum doesnt even bother hiding british accent javier one putting effort sound like indigenous population plot hole many plot hole in beginning paul mum magically transport kill someone kill paul the freeman attack harkonnen ship gun zendaya gun everyone else sword fight reason paul ride worm worm could moment dive deep rider dead this stupidest writing i ever read chemistry zendaya timothee dont visuals amazing movie look incredible i imagine everyone gushing i never write review movie annoyed much i vent please stop praising terrible movie well keep getting terrible movie,positive
63,it seems many movie become increasingly longer longer groan bemoan fact but dune part ii left wanting i would love see extended edition film it film visually sonically stunning go see biggest screen possible fan book may find element adaptation frustrating take major deviation book yet film capture essence novel brings life wild fanaticism fremon people whose long awaited messiah emerges this among compelling invigorating storytelling ever brought life big screen doe surpass dune part one yes what star war empire strike back i dont think let go watch i make assessment i already considering second third viewing movie maybe even fourth go watch movie it mesmerizing,positive
64,dune part two directed masterful denis villeneuve stand remarkable sequel life surpasses predecessor much like celebrated sequel the fellowship ring the dark knight the bourne ultimatum film elevates franchise new height villeneuves atmospheric deliberately paced direction complemented han zimmer enigmatic score creates immersive experience captivates beginning the vast sweeping dune sand breathtaking scene giantworm riding traverse expansive desert landscape leaving audience mesmerized throughout the introduction austin butler feydrautha add compelling layer malevolence demise harkonnen leader satisfyingly intricate avoiding simplicity the film culminates epic duel paul atreides feydrautha delivering elegantly crafted thrilling conclusion timothe chalamets performance paul atreides prophesied lisan algaib nothing short extraordinary his portrayal chosen leader captivating becomes impossible look away screen the narrative remains faithful frank herbert novel capturing essence epic tale hinting war begun while novel doesnt extend part three expansive universe dune offer numerous sequel book with right effort approval hope cinematic adaptation future for dune part two monumental achievement demand seen i eagerly anticipate experiencing time beloved side,positive
65,dune part two outstanding continuation epic saga deserving perfect intricate storytelling breathtaking visual effect depth political romantic subplots one captivating element dune part two love story paul atreides timothe chalamet chani zendaya their relationship developed genuine emotional depth enhances film narrative the chemistry chalamet zendaya palpable adding layer warmth humanity amidst grandiose often harsh environment arrakis their love story subplot driving force shape character motivation decision making audience deeply invested journey the exploration different faction space politics another area dune part two excels denis villeneuve masterfully delf complex political landscape dune universe alliance fragile power struggle constant the depiction various faction including noble house atreides sinister house harkonnen enigmatic bene gesserit detailed compelling each faction distinct motivation strategy intricately woven plot creating rich tapestry intrigue conflict the film visual effect continue standout feature level artistry attention detail made first installment visually stunning the landscape arrakis rendered breathtaking realism depiction space battle intricate design spaceship costume immerse audience vast detailed universe villeneuves direction ensures every frame serf story balancing grand epic moment intimate characterdriven scene the pacing film expertly managed scene building previous one create crescendo tension excitement the fight scene choreographed precision making feel brutal graceful strategic battle highlight tactical brilliance character involved the performance uniformly excellent timothe chalamet continues impress paul atreides capturing complexity young man burdened immense destiny zendaya brings strength sensitivity role chani supporting cast including rebecca ferguson javier bardem stellan skarsgrd deliver powerful performance add depth narrative in conclusion dune part two masterful continuation saga blending captivating love story intricate political intrigue stunning visual effect it meet exceeds high expectation set predecessor making mustsee fan newcomer alike this film cement dune series landmark cinematic history deserves perfect,positive
66,what looker timothe chalamet with green eye androgynous face smooth curly hair photogenic time pause movie certain moment could swear still one fancy fashion commercial he recently direction martin scorsese and denis villeneuve know so much fact he decided hype u even part two taking time making sure light chalamets shouldbe insured face fall perfect angle grain sand venerated akin lawrence arabiathe timeless masterpiece epic villeneuve also adores so yeah teasing intensified good thing antielitist theme found frank herbert novel go deeper theme faith religion manipulation scope grander cinematography jawdropping especially black white homeworld harkonnen giedi prime austin butler villainous feydrautha steal show term performance spill black blood white skin and first time villeneuves career genuinely funny moment overall dune part two better movie predecessor and quite feat without changing eliminating flaw first movie instead villeneuve prof fully committed thoroughly dissecting herbert novel full power and pay even catharsis part two hype train taken dense brutal without going chunky plot know end left one greatest cliffhanger cinema history good evil alternate character stage fully set whats come is dangerous game directorwriter denis villeneuve playing making many promise or maybe i sure lot people already felt fully satisfied movie even point my friend i saw movie absolutely swears calling one greatest scifi movie recent history me i hope able say sequelor sequel because turn par hype friend absolutely right,positive
67,villeneuve wanted movie stand two foot still continuation last film it delivers front the quality shot acting pacing still last movie you put part together one movie would work the dream sequence impactful last movie almost non existent paul enlightened prescience if look mind like book message danger charismatic leader might less impactful with flaw nitpicks dune part worthy watch,neutral
68,i see quite lot positive review younger audience it seems dune struck cord born which i guess good thing calling best movie time something else it mean first watch film time make bold assessment and secondly villeneuves rendering need something special it there better movie displaying story line scene composition sorry disappoint genzers even frank herbert confest inspired lawrence arabia now film one need see sand worm unfortunately the storyarch intrigue also new even cliche the highrise hero falling lowly dame ultimately dump nothing new dune show something different apart well orchestrated mass fight one one fight scene seen way often movie little offer there really suprise quite lot wasted talent rampling walker boomer btw there surprise novelty movie it boring arrangement boring repeat even han went back repetition heard interstallar truy awesome if want see movie desert go watch lawrence arabia if want see messias go watch matrix if want see good sci fi movie go see ehm,positive
69,the storyline powerful wasnt dragged like bit first one here every scene felt important dialogue impactful inspiring character development sometimes bit tricky movie dealing lot character yet handled wonderful the main supporting character something bring table editing score cinematography acting perfect also i saw imax made way better i nothing good thing say masterpiece i recommend biggest screen possible,positive
70,i watched dune netflix it nearly hour long oy vey i see first one forgot almost everything star oh i remembered fact i recall never get see worm disappointed in one yay i read book year year ago course im sure i liked much i trouble understanding you know following story that carried movie i pretty much lost much movie sitting hoping piece would fall place didnt thing would happen like paul tested one point sent alone desert quickly cut away like the prophet mobbed people i left wondering heck happened it like bad scripting bad editing something visually amazing although i got tired endless shot chalamets skinny stick leg it tho really beautiful almost lawrence arabia beautiful gorgeous desert scene worm cool theater big screen i bet terrifying gross but end disjointed long so five ten star no firm recommendation,positive
71,rating watched feb th fan first premiere event format digital imax it safe say dune part basically expansion part one more character added story complex x interesting much going world dune bigger however lot negativity opinion positivity much stronger ruin experience lower rating director denis villeneuve prof part two perfect director direct dune project in addition crew helped delivering project truly accurate amazing job deliver world way supposed delivered the vfx film absolutely amazing noticeable expect scene obvious use green screen ruin experience also cinematography capture arrakis film held absolutely support vfx capturing great shot long wide shot capture beautiful desert moreover time character positioned middle long wide shot capture size character comparing world around mostly show vulnerability strong ability depending character the film much inspired middle eastern culture term language clothing production design movement belief character follow han zimmer music perfectly composed really loved fight sequence music played background making whole attention pointed towards fight movement increase nervousness tense vibe timothe chalamet zendaya absolutely amazing paul atreides played timothe chalamet reached peak prime level by end film longer young paul atreides powerful man arrakis one top control he written much care make recall version saw part one long journey experienced wasnt easy and might one greatest character studiescharacter development story cinema history timothe chalamet huge part achieving by end part two realize chalamet indeed perfect actor portray paul atreides due chalamets deep portraying different stage character go film mostly moment anger strength character however real surprise rebecca ferguson character really went many change film really shown due rebecca acting she absolutely able deliver terrifying powerful characteristic character jessica the second biggest surprise austin butler fyedrautha makeup design acting able bring character screen way suppose book for negativity with mistake dune part one part two whole dune saga highly need rated r allow gore bloody disgusting violence scene present film part two perfect chance due amount fight sequence specifically austin butler character feydrautha epic fight sequence shot black white i think obvious reason behind shooting black white unfortunately seriousness film lowered significantly especially javier bardems character stilgar crack joke what happened stolgar walked oscar isaac duke leto atredius part one much confident seriousness refusing give anything people also dave batistas character glossu rabban weak film barely saw defending even powerful something fit batistas physical appearance character characteristic brutal house harkonnen represents not a spoiler a it wa announced by director denis villeneuve lastly case didnt know london premiere dune part two actress anya taylorjoy appeared red carpet announced actress small surprise appearance role film can i understand announced wasnt kept surprise like whole time since actor actress surprise role film appear red carpet premiere this make appearance carpet much useless truly ruined surprise kept hidden perfectly past year,positive
72,just got early screening imax mm amazing the visuals cgi film excellent cinematographically better dune part even a lot happens movie storywise pacing good denis villeneuve us beautiful filmmaking technique end result stunning the contrast one black white scene rest movie colored brilliant move really leaf audience mouth hanging hair standing suspense there many twistssurprises story executed flawlessly i never felt bored movie the action scene swordknife fighting scene also well choreographed definitely refreshing see this movie much better dune part term story cinematography cgi everything else movie definitely set dune perfect way overall movie fantastic mustwatch i highly recommend watching imax,positive
73,wowsimply wow what amazing experience this is epic filmmaking im firm believer one beat oscar doubt breathtakingly shot masterfully crafted expertly performed quickest nearly hr film ive ever seen omgthis could change scifi scratch filmmaking general moving forward this seriously set standard hollywood quality denis best get best achievement directing effort more earned such astounding achievement overall for perfect film everything want film good story intriguing character touching drama exciting action seriously film go treat im gonna say best film of,positive
74,dune close category masterpiece specialist field steven spielberg christopher nolan already said hey put credibility stake i read various fandom much simpler universe less talented creator condemning film simply resentment or simply people without artistic sensitivity you deny if watched cinema got seat felt like youve come exciting ride sandworm all sens excited dune delight every department timothes transformation film something havent seen yet the strength range variety scope really surprised austin butler steal show establishes solid actor industry rebecca ferguson show peak and dennis villeneuve established one director century in single film manages handle several rhythm almost perfect level the last hour film scary adrenaline rush the opening sequence feast eye scene paul riding sandworm magical dune revived epic scifi cinema,positive
75,i think ppl claim dune masterpiece familiar cinematography perhaps young generation ppl missed real masterpiece past acting dialogue story telling important aspect movie not flashy special effect like nowadays movie music industry i really liked first part still far masterpiece second part i rate even lower both good entertaining movie acting story telling even consider good the highest note go scenography music very well done,positive
76,all complaint short fight scene character getting proper shine plot explained foolishness the reason movie significant wasnt scared tell story untraditional way i find funny everyone say much better first i hated first movie slow so heck watch second movie seems like people feel movie directly threatened star war chose pick side matter brilliance watched part make dune unique fact dont explain every little thing like child but people like hand held we need movie like less movie disneymarvelstarwars predictable outcome setup seen decade something fresh real shot studio,neutral
77,dune part exceptional continuation epic saga left audience eagerly anticipating from start film captivates breathtaking visuals intricate storytelling transporting viewer mystical dangerous world arrakis the plot filled intense moment unexpected twist keeping edge seat throughout the character development deep compelling performance bring depth nuance iconic figure dune universe one standout element dune part otherworldly soundtrack the music composed han zimmer perfectly complement grand scale film enhancing emotional dramatic impact scene it sonic experience lingers long credit roll overall dune part cinematic triumph it masterful blend action drama science fiction delivering immersive unforgettable experience whether youre longtime fan series new dune universe film mustwatch,positive
78,this movie masterpiece it word requirement review i say film feel vibe get watch first matrix worm scene incredible building feyd rautha character done well excited rd hard imagine better part two head shoulder better part one action non stop shout greatest movie soundtrack composer time han zimmer he national treasure if favourite movie come mind han probably behind musical score behind true legend,positive
79,there film define time i star war trilogy kid first son lotr second harry potter seemed like left unending marvel tripe embarrassing butchering star war franchise shallow remake well everything and finally i say third son movie generation beautiful complex thoughtprovoking epic the movie extend world fantasy realm thats wearing latex shooting everything move it movie nuance discovered many conversation friend lesson learned experiencing real world new lens amazing,positive
80,this movie def top ten movie time dune part one well timothees acting superb the cinematography beautiful directing great music powerful i also love javier stilgar zendaya chani great performance i havent read book im sure differs i see first movie limited seriesyou cant beat version i dont think anything top movie year i cant wait messiah it really hard put word brilliance film all i say need see right,positive
81,a fan dune absolutely read book the rich tapestry detail story present novel often missing condensed film adaptation the depth worldbuilding character development frank herbert work transport reader expansive immersive universe movie hint however current rating dune movie take account overall quality film released recent year compared many lackluster movie flooded market dune stand ambition visual splendor attempt faithfully capture essence herbert vision even inevitably fall short book depth,neutral
82,i didnt like first movie much besides production liked concept mood story i expecting one better it wasnt the character simple naive the story isnt deep they try talk religion straightforward clearly directly use phrase ideology change staff make religion people look bad they dont talk directly economy moral implication race gender physic world biology science tech use missing opportunity there wasnt much new design choice location feel different the first act boring rd one wasnt bad maybe even enjoyable wasnt case act,negative
83,the film are ok public sentiment go plus great fx plot follows trilogy big cinematic box ticked fair pacing later character well played negative waaaay overacted i felt like i watching b movie antagonist far obvious shallow paul borderline good best battle poorly choreographed lot slashing posturing reminiscent thats compliment whole dreaming mind talking thing wasnt impactful enough christopher walken one favorite actor time flat maybe poorly directed pacing slow lot walking walking climbing sand dancing cutting wouldve saved least half hour screen time felt like filler yeah huge box office thats indicator general dumbing society large less lot less great film,positive
84,dune part two interestingly compelling religion controversial topic like believe others with many people believing different thing many religion world hard make movie around topic it impossible however since show done his dark material lucifer dune dune part one two directed denis villeneuve starring timothee chalamet zendaya spiderman homecoming trilogy paul atreides chalamet fremen people trying fulfill prophecy paul also want revenge baron harkonnen killed father meanwhile harkonnens want take desert arrakis fremen dune part two movie lot action people riding cool creature incredible acting what make movie compelling religious aspect chalamet compelling portraying paul someone first believe prophecy soon learns purpose life from part one grows good fighter someone people wanted follow zendaya portrays chani one fremen people by end i felt bad since alone however stuck belief even everyone else decided go different direction zendaya excellent job playing someone believe prophecy care paul i enjoy seeing zendaya expand horizon going love interest superhero movie love interest strong warrior drama rebecca ferguson played paul mother lady jessica first one wanted son fulfill prophecy she part bene gesserit religious sisterhood her main goal train son become think austin butler nephew guy charge house harkonnen feydrautha like kill people fun good fighter the relationship two house atreides harkonnens complicated make audience want know going happen unfortunately one taught anything religion i younger my first introduction watching show lucifer i think sad this i think making movie religious meaning behind wonderful thing i hard year death sickness family religion somehow become topic i like discus therefore i found dune part two better part one religious aspect made movie interesting compelling watch,positive
85,i thoroughly enjoyed movie given great story masterful execution there change book modest scope actually seemed like smart decision thats kind amazing zendaya rebecca ferguson josh brolin stellan skarsgrd charlotte rampling la seydoux imho even christopher walken wellchosen role i appreciate good casting i happen read book i thought soso unlike friend i dont understand review whining movie disappointing the story specific effect topnotch the experience highly immersive what else need i give seven star plus onestar bonus excellent adaption halfstar bonus perfect pacing quarterstar bonus javier bardem florence pugh whose performance i particularly enjoyed thats nine star total she didnt get much screen time true i thought great she seemed tiny bit awkward andor uncomfortable part realism stage presence oh complexity must lie hidden beneath surface,positive
86,dune opinion modern science fiction fantasy need it phenomenally shot film amazing performance timothe chalamet zendaya the story interesting kept engaged whole hour minute runtime all absolutely breathtaking soundtrack thanks han zimmer my issue film opinion pacing bit a friend mine read book little bit dissapointed film according book go deatail caracters backstory overall weave much interesting story reviewing book he reviewing movie think stand alone film masterpiece,positive
87,the perfect sequel first movie i seen movie imax denis villeneuve said made the pacing movie perfect rushed story break narrative story easy understand pick relate story the sound cinematography special effect something planet first time year going cinema feeling amazed everything shock good movie still exist hollywood need leave creative people thing the soundtrack han zimmer make experience even immersive feel like in conclusion movie decade i think something else beat,neutral
88,i went see movie everyone kept talking despite never read book seen trailer i expectation wanted know fuss within minute gripped the score rumbled seat chest vast sand sky scape covered screen dialogue intrigued fighting gripped and got better better rebecca ferguson zendaya javier bardem deliver incredible performance whilst timothee chalamet austin butler provide necessary star power drive audience engagement overall amazing scifi movie tackle danger false prophet colonization capitalism war love betrayal revenge propaganda heavy topic course movie injects humor seamlessly visual feast a easy watch completed sixth,positive
89,the story dune part two pick right first film left though two project filmed separately singular vision story arc writerdirector denis villeneuve becoming true powerhouse scifi cinema arrival blade runner filmography this movie different truly remarkable achievement filmmaking visually one gorgeous film i ever seen there multiple scene left awe ambitious worldbuilding use color similarly score han zimmer compelling mighty the man composed score the lion king interstellar gladiator might best work pairing visuals score make film feel larger life make villeneuves attention character significant the character paul atreides studied year come his growth development two film beautifully executed character different a eye change color embrace destiny confident maturity transcends screen timothee chalamet put forth best performance career many others including rebecca ferguson mission impossible fallout zendaya follow suit this isnt much negative first film mustwatch going enjoy understand dune part ii the story full complicated title planet prophecy from bene gesserit lisan al gaib harkonnens lot digest watching first film subtitle almost prerequisite masterpiece that best word describe powerful achievement dune part two in every way movie build first installment feel larger life in opinion best film released last five year maybe even ten one epic film i seen big screen if chance go theater see disappointed best character muaddib best quote lead paradise paul best scene riding worm best piece score kiss ring note i usually dont enjoy javier bardems work great written gunnison gazette,positive
90,i liked dune part better sequel it visuals better story acting good least half decentit sparked enough interest least want see morei hoping see guild navigator folding spacepart almost snoozing mid moviethe acting weak wooden unconvincing principle charactersespecially timothy woman playing mother ive seen original dune movie many time frankly blow current away far creating surreal world drawing fascinating characterseven old today standard effect cinematography level big budget attempt current moviethis one today feel effect laden devoid soul essense captured original well i also really like child dune series character surpassing interest i found current story ownits visually good visuals alone make story hold interest viewer take good writing compelling acting quality absent movie,neutral
91,unlike dune part wonderful otherworldly music dune part didnt drown softspoken dialogue that said sparse music soundtrack hunch producer director music editor went far direction dune part continued aweinspiring cinematography breathtaking visual effect however sometimesmundane script pedestrian storyline held together superior solid acting editing the costuming part magnificent however couple battle scene nearly identical battle garb made difficult tell good guy bad guy but scene good guy riding atop gigantic desert worm absolutely thrilling wound i recommend watching dune part absolutely,negative
92,the reason i liked dune part little better storyline part largely aftermath part buildup epic holy war so nothing done worse i liked character development part set everything it beautifully shot cinematography incredible also implement sound silence sculpt atmosphere awesome the special effect i thought insane scope machine sandworms explosion angle used this mustsee youre scifi fan obviously watch part first,positive
93,this isnt dune event character missing changed worse the plot dumbed really hard dialogue level child notchani notpaul dont chemistry together behave character like cast major plot point left changed make bad movie having nice visuals enough got good script it disrespectful call visual diarrhea dune movie even version better mention mini series you might well watch ai generated garbage,negative
94,this movie phenomenal the cinematography beautifully cgi incredibly impressive acting amazing it directly follows first movie keep pacing also adding element action comedy heart my complaint transition felt bit abrupt besides perfect movie this must see imax completed whole experience hollywood know franchise i hope get act together start make movie quality absolutely loved,positive
95,i think watching film regular theatre tv must different experience i watching imax fact ive ever seen dune part imax i cant really judge movie format however crushing sense scale important feeling get previous entry i really cant imagine effect watching phone something so see largest loudest screen find with way let get film proper at nearly hour long i could easily sat chair double time still bored the second instalment dune miracle several way miracle special effect set costume design storytelling manages make famously unwieldy story perfectly easy parse miracle pacing there isnt second boredom low point movie epic true sense term spend half time crushed scale half lost detail movie managing tell complex political tale surprisingly small amount dialogue exposition film also make several smart change book i really want see pay third movie one end cliffhanger in term acting everyone pretty good addition austin butler psychotic feydrautha harkonnen real standout florence pugh promising limited role anything like book greatly extended third movie a real masterpiece,positive
96,an absolutely gorgeous austere piece film denis villeneuve serving majestic scientific fiction image weve seen st century cinema screen it impossible say bad film adaptation villeneuve treat shot painting every design choice seems handed millennium alternative human history arcane hieroglyphic slew creative mask veil meant conceal face manipulating lever power nearly woman herbert dense novel daunting slog average reader cant tell sandworm sardaukar one reason villeneuves approach felt like breakthrough it pared mythology something manageable serving visceral action setpieces regular interval the movie airdropped audience world foreign custom politics technology long established never letting complexity element slow storytelling thats say villeneuves dune movie fastpaced channeling austerity andrei tarkovsky time director take nearly five hour cover david lynch slightly two though iconic respect badly dated version barely scratched surface herbert concern if part two feel slow place villeneuve take time develop connection character handful scene dedicated fremen warrior chani zendaya paul aka muaddib usul whose undeniable attraction doesnt align jessicas plan son in many way overcomes weakness first pacing overall felt better obviously less setup score used sparingly way allows many moment breathe but still suffers necessity cramming much story small space some beat need feel pivotal felt rushed there much room character performance heavy lifting you hardly notice though youre inside stunningly realized alien landscape length much look take i enjoyed every moment cant wait revisit soon audience find villeneuves multipart saga satisfaction film offer it enormous gamble given expense creating scale vote confidence cinema still hasnt recovered prepandemic level play franchise conceived the fate far arrakis riding dune,negative
97,denis villeneuve delivers nothing short monumental achievement sciencefiction filmmaking best adaption frank herbert dune date the world captivating visual effect production design flawless greig frasers breath taking cinematography accompanied zimmer sumptuous musical score bring story madness conquest power belief filled breathtaking image stunning action story transcends genre a story dense world dune remains intriguingly complex full character whose role shift evolve and even may take five half hour character truly come life two film chalamets evolution paul give everything center his subdued yet compelling performance serf thematic ambiguity paul character well zendaya get screen time first film standout performance came rebecca ferguson during film i truly understood best cast role javier bardem enriches ensemble cast the best new addition crew austin butler baron baldpated hyper vicious nephew a florence pugh even character getting certain amount screen time amidst dune part two cast returning character impact could seen minimal setting scene character development other newer character like lady margot remain bit unexplored in age everincreasing runtimes rare achievement film minute length feel really earned but i wish even even more run time allow time uncomfortable emotion linger scene ultimately dune part two grand entertainment also sustains main idea frank herbert novel exploring dark aspect around religion politics power violence absolute sensory overload this must seen biggest screen possible imax almost like chief kiss if dune part didnt make believer part might cannot wait dune messiah u complete trilogy vison masterful director denis villeneuve,positive
98,dune part cinematic masterpiece denis villeneuves direction greig frasers cinematography han zimmer music marvelous act every member starcast make one best movie ever made put denis greig han tim austin already nominee oscar you feel everyone team given best this literally best cinematic experience i interstellar i dont think film releasing year able even match one i wa lucky enough catch fan premiere imax today also imax experience worth,positive
99,dune part direct sequel dune part one book adapted movie popular gotta say definitly better first simple story good scene but problem first hour boring theyre coudlve way shorter filler first hour really great hour mark thing shake stuff happen movie actually get good movie overall good first hour couldve better or shorter overall dune part good movie good scene,positive
